peak_time,xcorrcoef,min_t,max_t,min_f,max_f,recording,deployment,site,label,datetime,recording_length
364.624,0.5847169962345093,364.16066666666666,365.0873333333334,5531.0,10125.0,1_20230317_070000.wav,1,1,fast_trill_6khz,2023-03-17 07:00:00,600.0
215.17866666666663,0.6584088221369686,214.7153333333333,215.642,5531.0,10125.0,1_20230319_063000.wav,1,1,fast_trill_6khz,2023-03-19 06:30:00,600.0
526.8106666666666,0.6046527082858418,526.3473333333333,527.274,5531.0,10125.0,1_20230320_063000.wav,1,1,fast_trill_6khz,2023-03-20 06:30:00,600.0
544.9226666666667,0.663968787753699,544.4593333333333,545.3860000000001,5531.0,10125.0,1_20230320_063000.wav,1,1,fast_trill_6khz,2023-03-20 06:30:00,600.0
449.312,0.6102688051302988,448.84866666666665,449.7753333333334,5531.0,10125.0,1_20230320_073000.wav,1,1,fast_trill_6khz,2023-03-20 07:30:00,600.0
100.21866666666666,0.6022707686177127,99.75533333333334,100.682,5531.0,10125.0,1_20230322_063000.wav,1,1,fast_trill_6khz,2023-03-22 06:30:00,600.0
134.55466666666666,0.626297566825867,134.09133333333332,135.018,5531.0,10125.0,1_20230322_063000.wav,1,1,fast_trill_6khz,2023-03-22 06:30:00,600.0
452.832,0.5941295823009253,452.3686666666666,453.29533333333336,5531.0,10125.0,1_20230322_063000.wav,1,1,fast_trill_6khz,2023-03-22 06:30:00,600.0
463.328,0.5894479516794667,462.8646666666666,463.7913333333333,5531.0,10125.0,1_20230322_063000.wav,1,1,fast_trill_6khz,2023-03-22 06:30:00,600.0
44.208,0.6031364801079994,43.74466666666667,44.67133333333333,5531.0,10125.0,1_20230322_073000.wav,1,1,fast_trill_6khz,2023-03-22 07:30:00,600.0
95.62666666666668,0.6302882218313098,95.16333333333334,96.09,5531.0,10125.0,1_20230323_063000.wav,1,1,fast_trill_6khz,2023-03-23 06:30:00,600.0
235.952,0.6054904849549193,235.48866666666663,236.4153333333333,5531.0,10125.0,1_20230324_180000.wav,1,1,fast_trill_6khz,2023-03-24 18:00:00,600.0
241.2373333333333,0.6054573094772915,240.774,241.70066666666668,5531.0,10125.0,1_20230324_180000.wav,1,1,fast_trill_6khz,2023-03-24 18:00:00,600.0
283.52,0.5923041488061678,283.0566666666666,283.9833333333333,5531.0,10125.0,1_20230324_180000.wav,1,1,fast_trill_6khz,2023-03-24 18:00:00,600.0
339.0933333333333,0.6171631421451451,338.62999999999994,339.5566666666667,5531.0,10125.0,1_20230325_060000.wav,1,1,fast_trill_6khz,2023-03-25 06:00:00,600.0
353.25866666666667,0.6175715902509876,352.7953333333333,353.72200000000004,5531.0,10125.0,1_20230325_060000.wav,1,1,fast_trill_6khz,2023-03-25 06:00:00,600.0
387.968,0.5817900360877374,387.50466666666665,388.4313333333334,5531.0,10125.0,1_20230325_063000.wav,1,1,fast_trill_6khz,2023-03-25 06:30:00,600.0
353.84,0.5966421676911974,353.3766666666666,354.30333333333334,5531.0,10125.0,1_20230328_120000.wav,1,1,fast_trill_6khz,2023-03-28 12:00:00,600.0
145.232,0.6031144607377997,144.76866666666666,145.69533333333334,5531.0,10125.0,1_20230329_063000.wav,1,1,fast_trill_6khz,2023-03-29 06:30:00,600.0
333.088,0.5959625070477644,332.62466666666666,333.5513333333334,5531.0,10125.0,1_20230517_073000.wav,3,1,fast_trill_6khz,2023-05-17 07:30:00,600.0
373.4453333333333,0.5896376330330381,372.982,373.9086666666667,5531.0,10125.0,1_20230803_070000.wav,6,1,fast_trill_6khz,2023-08-03 07:00:00,600.0
434.0,0.5862559561592764,433.5366666666666,434.46333333333337,5531.0,10125.0,1_20230803_070000.wav,6,1,fast_trill_6khz,2023-08-03 07:00:00,600.0
97.25866666666668,0.5829881693559705,96.79533333333336,97.722,5531.0,10125.0,1_20230810_073000.wav,6,1,fast_trill_6khz,2023-08-10 07:30:00,600.0
596.336,0.6223716809603549,595.8726666666666,596.7993333333334,5531.0,10125.0,1_20230810_073000.wav,6,1,fast_trill_6khz,2023-08-10 07:30:00,600.0
517.5093333333333,0.586870420563462,517.0459999999999,517.9726666666667,5531.0,10125.0,1_20230811_063000.wav,6,1,fast_trill_6khz,2023-08-11 06:30:00,600.0
181.8453333333333,0.6052521287044755,181.382,182.30866666666668,5531.0,10125.0,1_20230811_073000.wav,6,1,fast_trill_6khz,2023-08-11 07:30:00,600.0
234.0373333333333,0.6197105726999771,233.574,234.50066666666663,5531.0,10125.0,1_20230811_073000.wav,6,1,fast_trill_6khz,2023-08-11 07:30:00,600.0
239.66933333333333,0.5875842598310839,239.206,240.1326666666667,5531.0,10125.0,1_20230812_073000.wav,6,1,fast_trill_6khz,2023-08-12 07:30:00,600.0
11.098666666666666,0.5838437229545183,10.635333333333334,11.562,5531.0,10125.0,1_20230813_070000.wav,6,1,fast_trill_6khz,2023-08-13 07:00:00,600.0
121.904,0.6453226504828783,121.44066666666669,122.36733333333332,5531.0,10125.0,1_20230813_070000.wav,6,1,fast_trill_6khz,2023-08-13 07:00:00,600.0
138.79466666666667,0.6387815572333991,138.33133333333333,139.258,5531.0,10125.0,1_20230813_070000.wav,6,1,fast_trill_6khz,2023-08-13 07:00:00,600.0
147.44533333333334,0.6645213819780017,146.982,147.90866666666668,5531.0,10125.0,1_20230813_070000.wav,6,1,fast_trill_6khz,2023-08-13 07:00:00,600.0
165.52,0.6278108909097793,165.05666666666667,165.98333333333335,5531.0,10125.0,1_20230813_070000.wav,6,1,fast_trill_6khz,2023-08-13 07:00:00,600.0
43.78666666666667,0.5932617325540124,43.32333333333333,44.25000000000001,5531.0,10125.0,1_20230813_073000.wav,6,1,fast_trill_6khz,2023-08-13 07:30:00,600.0
537.1306666666667,0.6355313995336938,536.6673333333333,537.594,5531.0,10125.0,1_20230813_073000.wav,6,1,fast_trill_6khz,2023-08-13 07:30:00,600.0
545.664,0.6154926092863614,545.2006666666666,546.1273333333334,5531.0,10125.0,1_20230813_073000.wav,6,1,fast_trill_6khz,2023-08-13 07:30:00,600.0
211.96266666666668,0.5889122095438902,211.4993333333333,212.426,5531.0,10125.0,1_20230813_120000.wav,6,1,fast_trill_6khz,2023-08-13 12:00:00,600.0
248.3093333333333,0.617964969385163,247.846,248.77266666666668,5531.0,10125.0,1_20230813_120000.wav,6,1,fast_trill_6khz,2023-08-13 12:00:00,600.0
286.2933333333333,0.596163478671789,285.83,286.7566666666667,5531.0,10125.0,1_20230813_120000.wav,6,1,fast_trill_6khz,2023-08-13 12:00:00,600.0
336.992,0.5921634096414995,336.52866666666665,337.4553333333334,5531.0,10125.0,1_20230813_120000.wav,6,1,fast_trill_6khz,2023-08-13 12:00:00,600.0
361.616,0.5940512110593377,361.1526666666666,362.07933333333335,5531.0,10125.0,1_20230813_120000.wav,6,1,fast_trill_6khz,2023-08-13 12:00:00,600.0
440.032,0.587220786138399,439.5686666666666,440.49533333333335,5531.0,10125.0,1_20230814_120000.wav,6,1,fast_trill_6khz,2023-08-14 12:00:00,600.0
328.53866666666664,0.5990204486774712,328.0753333333333,329.002,5531.0,10125.0,1_20230815_063000.wav,6,1,fast_trill_6khz,2023-08-15 06:30:00,600.0
371.376,0.6051933835506824,370.9126666666666,371.8393333333333,5531.0,10125.0,1_20230815_063000.wav,6,1,fast_trill_6khz,2023-08-15 06:30:00,600.0
405.376,0.6161347125114298,404.9126666666666,405.8393333333333,5531.0,10125.0,1_20230815_070000.wav,6,1,fast_trill_6khz,2023-08-15 07:00:00,600.0
454.63466666666665,0.5974935154960326,454.1713333333333,455.098,5531.0,10125.0,1_20230815_070000.wav,6,1,fast_trill_6khz,2023-08-15 07:00:00,600.0
212.99733333333333,0.5991782636021888,212.534,213.46066666666667,5531.0,10125.0,1_20230815_163000.wav,6,1,fast_trill_6khz,2023-08-15 16:30:00,600.0
194.95466666666667,0.6243572344325011,194.49133333333333,195.418,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
213.38666666666663,0.5803385879635286,212.9233333333333,213.85,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
230.56,0.5936973146545197,230.09666666666664,231.0233333333333,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
238.65066666666667,0.5836001357797609,238.18733333333333,239.114,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
244.3733333333333,0.668915988614841,243.91,244.83666666666667,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
258.736,0.6353400676993877,258.2726666666666,259.19933333333336,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
264.56,0.6356149667977837,264.09666666666664,265.02333333333337,5531.0,10125.0,1_20230816_120000.wav,6,1,fast_trill_6khz,2023-08-16 12:00:00,600.0
51.904,0.5862096263196128,51.440666666666665,52.36733333333334,5531.0,10125.0,1_20230817_063000.wav,6,1,fast_trill_6khz,2023-08-17 06:30:00,600.0
61.70666666666666,0.5887608596648084,61.24333333333333,62.17,5531.0,10125.0,1_20230817_063000.wav,6,1,fast_trill_6khz,2023-08-17 06:30:00,600.0
170.86933333333334,0.6067312266130749,170.406,171.33266666666668,5531.0,10125.0,1_20230818_063000.wav,6,1,fast_trill_6khz,2023-08-18 06:30:00,600.0
180.74133333333333,0.5929450938689718,180.278,181.20466666666667,5531.0,10125.0,1_20230818_063000.wav,6,1,fast_trill_6khz,2023-08-18 06:30:00,600.0
217.06133333333327,0.5817732399601097,216.598,217.52466666666663,5531.0,10125.0,1_20230818_063000.wav,6,1,fast_trill_6khz,2023-08-18 06:30:00,600.0
222.784,0.5975089853375681,222.32066666666665,223.24733333333333,5531.0,10125.0,1_20230818_063000.wav,6,1,fast_trill_6khz,2023-08-18 06:30:00,600.0
302.688,0.5802871727196642,302.2246666666666,303.1513333333333,5531.0,10125.0,1_20230818_073000.wav,6,1,fast_trill_6khz,2023-08-18 07:30:00,600.0
470.6453333333333,0.5828604023770626,470.182,471.1086666666667,5531.0,10125.0,1_20230818_073000.wav,6,1,fast_trill_6khz,2023-08-18 07:30:00,600.0
329.04,0.6026523263017008,328.57666666666665,329.5033333333334,5531.0,10125.0,1_20230819_063000.wav,6,1,fast_trill_6khz,2023-08-19 06:30:00,600.0
136.93866666666668,0.5944778403230793,136.47533333333334,137.40200000000002,5531.0,10125.0,1_20230819_070000.wav,6,1,fast_trill_6khz,2023-08-19 07:00:00,600.0
471.776,0.5890841901452599,471.3126666666666,472.2393333333334,5531.0,10125.0,1_20230820_070000.wav,6,1,fast_trill_6khz,2023-08-20 07:00:00,600.0
481.9306666666666,0.6028019981340369,481.4673333333333,482.394,5531.0,10125.0,1_20230820_070000.wav,6,1,fast_trill_6khz,2023-08-20 07:00:00,600.0
367.8133333333333,0.5935408590887882,367.35,368.2766666666667,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
507.344,0.6102319864567558,506.8806666666666,507.80733333333336,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
512.016,0.6388292137230203,511.5526666666666,512.4793333333333,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
515.0613333333333,0.5818655709293744,514.598,515.5246666666667,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
519.7013333333333,0.5972747607294349,519.2379999999999,520.1646666666667,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
524.176,0.5844454856866206,523.7126666666667,524.6393333333334,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
552.5546666666667,0.6027922388244036,552.0913333333333,553.018,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
563.8826666666666,0.598295935817129,563.4193333333333,564.346,5531.0,10125.0,1_20230820_073000.wav,6,1,fast_trill_6khz,2023-08-20 07:30:00,600.0
1.824,0.5965880680072854,1.3606666666666667,2.287333333333333,5531.0,10125.0,1_20230821_070000.wav,6,1,fast_trill_6khz,2023-08-21 07:00:00,600.0
524.2133333333334,0.5857040215930832,523.75,524.6766666666667,5531.0,10125.0,1_20230821_070000.wav,6,1,fast_trill_6khz,2023-08-21 07:00:00,600.0
31.664,0.597641759702441,31.200666666666667,32.12733333333333,5531.0,10125.0,1_20230822_063000.wav,6,1,fast_trill_6khz,2023-08-22 06:30:00,600.0
230.8213333333333,0.5872207451303869,230.358,231.28466666666668,5531.0,10125.0,1_20230822_070000.wav,6,1,fast_trill_6khz,2023-08-22 07:00:00,600.0
268.69866666666667,0.5932103099666488,268.2353333333333,269.16200000000003,5531.0,10125.0,1_20230822_070000.wav,6,1,fast_trill_6khz,2023-08-22 07:00:00,600.0
289.008,0.597249477884569,288.5446666666666,289.47133333333335,5531.0,10125.0,1_20230822_070000.wav,6,1,fast_trill_6khz,2023-08-22 07:00:00,600.0
337.6053333333333,0.6176125614168232,337.14199999999994,338.0686666666667,5531.0,10125.0,1_20230823_070000.wav,6,1,fast_trill_6khz,2023-08-23 07:00:00,600.0
348.88,0.6074822156741417,348.41666666666663,349.34333333333336,5531.0,10125.0,1_20230823_070000.wav,6,1,fast_trill_6khz,2023-08-23 07:00:00,600.0
368.304,0.599652972751962,367.8406666666666,368.7673333333333,5531.0,10125.0,1_20230823_070000.wav,6,1,fast_trill_6khz,2023-08-23 07:00:00,600.0
434.41066666666666,0.6350642689046129,433.9473333333333,434.874,5531.0,10125.0,1_20230823_070000.wav,6,1,fast_trill_6khz,2023-08-23 07:00:00,600.0
224.53333333333333,0.588806856291882,224.07,224.99666666666667,5531.0,10125.0,1_20230823_170000.wav,6,1,fast_trill_6khz,2023-08-23 17:00:00,600.0
42.656,0.5868248884348731,42.19266666666666,43.11933333333334,5531.0,10125.0,1_20230824_063000.wav,6,1,fast_trill_6khz,2023-08-24 06:30:00,600.0
107.79733333333331,0.5956210607453614,107.334,108.26066666666664,5531.0,10125.0,1_20230824_070000.wav,6,1,fast_trill_6khz,2023-08-24 07:00:00,600.0
