81.928000000,83.141333333,5836.87,8409.77
96.730666667,98.056000000,5836.87,7943.32
102.498666667,103.394666667,5903.86,7588.86
109.610666667,110.786666667,5705.15,7675.96
118.010666667,118.981333333,5903.86,7943.32
123.592000000,124.693333333,5836.87,7853.18
131.432000000,132.645333333,5770.63,7943.32
138.842666667,139.981333333,5903.86,8034.49
144.946666667,145.992000000,5836.87,7853.18
153.085333333,154.410666667,5836.87,8314.34
157.920000000,158.853333333,6040.17,7943.32
164.397333333,165.461333333,5770.63,8034.49
170.184000000,171.005333333,5903.86,7675.96
177.184000000,178.304000000,5770.63,7853.18
238.354666667,238.933333333,5770.63,7764.07
253.512000000,254.389333333,5705.15,7853.18
262.602666667,263.778666667,5770.63,8126.71
595.952000000,597.370666667,5836.87,9319.47
