234.421333333,235.104000000,1663.33,3870.35
237.578666667,238.208000000,1721.26,3655.68
243.848000000,244.584000000,1450.45,3740.08
248.536000000,249.280000000,1553.25,3697.64,;
253.352000000,254.088000000,1535.62,3740.08
257.296000000,258.040000000,1535.62,3826.43
262.160000000,262.888000000,1553.25,3783.01
349.488000000,350.256000000,1644.46,3826.43
362.944000000,363.744000000,1607.35,3914.77
401.976000000,402.684000000,1450.45,4005.16
423.966666667,424.788000000,1571.07,3697.64
433.608000000,434.345333333,1663.33,3697.64
