0.293333333,1.480000000,243.992,593.643
18.320000000,19.026666667,264.533,547.547
20.520000000,21.533333333,243.992,609.856
22.853333333,23.893333333,225.046,626.511
25.040000000,26.226666667,228.098,652.35
41.301333333,42.176000000,234.327,601.695
43.498666667,44.629333333,250.655,585.699
45.893333333,46.893333333,247.301,585.699
48.186666667,49.253333333,260.993,593.643
66.346666667,67.293333333,290.693,670.166
68.520000000,69.586666667,290.693,643.621
70.866666667,71.880000000,271.757,626.511
94.668000000,95.280000000,268.121,562.5
96.936000000,97.788000000,290.693,626.511
99.120000000,100.068000000,286.803,585.699
101.352000000,102.372000000,260.993,618.127
103.848000000,104.628000000,286.803,601.695
129.648000000,130.176000000,260.993,518.821
131.844000000,132.708000000,310.949,609.856
134.196000000,135.072000000,279.179,593.643
136.356000000,137.340000000,290.693,570.129
138.852000000,139.584000000,290.693,601.695
164.714666667,165.274666667,294.636,609.856
167.001333333,167.785333333,298.632,652.35
169.185333333,170.081333333,286.803,661.198
171.444000000,172.386666667,247.301,688.468
218.432000000,219.136000000,247.301,601.695
220.650666667,221.738666667,234.327,618.127
222.784000000,224.021333333,237.506,661.198
225.109333333,226.368000000,234.327,635.008
227.520000000,228.714666667,247.301,609.856
270.533333333,271.053333333,199.349,688.468
272.600000000,273.613333333,222.034,688.468
274.933333333,275.946666667,222.034,697.806
277.280000000,278.373333333,194.049,697.806
279.624000000,280.680000000,260.993,626.511
325.213333333,325.906666667,207.571,532.991
327.440000000,328.413333333,257.501,585.699
329.680000000,330.800000000,228.098,593.643
331.933333333,333.013333333,228.098,679.256
334.173333333,335.373333333,225.046,609.856
356.970666667,357.930666667,231.192,635.008
359.296000000,360.384000000,240.727,652.35
361.557333333,362.752000000,216.132,618.127
363.882666667,365.034666667,234.327,626.511
366.186666667,367.402666667,250.655,635.008
498.000000000,498.864000000,290.693,593.643
499.632000000,501.216000000,271.757,570.129
502.872000000,503.736000000,247.301,585.699
505.056000000,506.112000000,254.055,609.856
525.408000000,526.248000000,234.327,643.621
527.472000000,528.672000000,228.098,554.973
529.704000000,530.952000000,247.301,570.129
550.608000000,551.496000000,260.993,585.699
553.248000000,553.896000000,257.501,609.856
573.144000000,573.912000000,243.992,570.129
575.448000000,576.216000000,250.655,593.643
577.608000000,578.448000000,247.301,585.699
