6.337333333,7.373333333,5923.23,8856.83
21.532000000,22.344000000,6057.1,9057.01
42.625333333,44.128000000,5792.31,9261.72
49.662666667,50.969333333,5923.23,8758.4
66.546666667,67.694666667,5857.4,8564.82
75.394666667,76.561333333,6057.1,8469.64
79.314666667,80.332000000,5792.31,8009.37
86.716000000,87.789333333,6057.1,8190.4
100.024000000,100.728000000,6057.1,9057.01
157.953333333,159.266666667,6057.1,9158.79
164.226666667,165.493333333,5923.23,10127.9
196.233333333,197.400000000,5989.79,9261.72
206.540000000,207.426666667,5989.79,10241.7
223.773333333,224.946666667,5664.28,10356.8
271.300000000,272.580000000,5923.23,9904.02
279.080000000,280.273333333,5923.23,9057.01
292.653333333,293.420000000,5989.79,9057.01
329.266666667,330.540000000,5923.23,8856.83
338.453333333,339.946666667,5923.23,9471.05
349.086666667,350.000000000,5792.31,8758.4
365.746666667,366.506666667,6125.17,8190.4
398.693333333,399.946666667,6125.17,8099.38
407.093333333,408.893333333,6057.1,7832.34
424.586666667,425.693333333,5792.31,7920.36
434.680000000,435.986666667,5857.4,7920.36
444.173333333,445.160000000,5923.23,8009.37
454.440000000,456.213333333,5727.94,7920.36
494.400000000,495.453333333,6125.17,7745.3
502.920000000,503.906666667,6263.61,7832.34
512.933333333,514.440000000,6125.17,7832.34
517.413333333,518.120000000,5989.79,7659.23
522.920000000,524.240000000,5857.4,8009.37
528.466666667,529.506666667,6057.1,7324.39
541.066666667,542.200000000,6125.17,8375.52
598.612000000,599.022666667,2929.53,4005.82
599.218666667,599.648000000,2709.1,4050.84,'
