191.402666667,192.832000000,6048.19,8441.07
494.200000000,494.680000000,2702.46,4156.77
494.800000000,495.266666667,2665.18,4042.89
495.426666667,496.013333333,2521.15,4099.44
496.160000000,496.653333333,2665.18,4156.77
496.893333333,497.346666667,2556.41,4333.64
497.453333333,497.840000000,2778.58,4273.87
498.146666667,498.626666667,2817.44,4099.44
498.760000000,499.320000000,2817.44,4455.71
499.453333333,500.053333333,2702.46,4156.77,'
593.909333333,594.517333333,2521.15,3987.13
595.253333333,595.797333333,2452.07,3617.72
596.266666667,596.757333333,2384.9,3824.4
597.280000000,597.813333333,2287.56,3877.89
598.314666667,598.912000000,2556.41,3824.4
