0.000000000,0.448000000,2492.93,3840.86
0.634666667,1.232000000,2548.81,3715.26
1.969333333,2.436000000,2256.27,3593.76
3.248000000,3.798666667,2231.4,3633.81
4.396000000,4.928000000,2231.4,3633.81
5.161333333,5.674666667,2411.41,3715.26,'
5.842666667,6.440000000,2158.43,3798.53
6.626666667,7.158666667,2134.64,3756.66
7.345333333,7.886666667,2182.48,3840.86
8.148000000,8.698666667,2256.27,3756.66
8.941333333,9.473333333,2358.54,3756.66
10.369333333,10.845333333,2182.48,3554.15
15.166666667,15.642666667,2281.41,3756.66
15.950666667,16.510666667,2206.8,3674.31
16.744000000,17.322666667,2134.64,3756.66
18.358666667,18.834666667,2332.55,3756.66
19.842666667,20.272000000,2281.41,3674.31
20.533333333,21.084000000,2042.07,3715.26
