15.008000000,16.053333333,6109.5,7853.18
24.677333333,25.760000000,5971.63,7853.18
44.445333333,45.434666667,6040.17,7675.96
63.093333333,64.157333333,6040.17,7943.32
72.109333333,73.154666667,6040.17,7943.32
78.754666667,80.117333333,5971.63,7675.96
93.632000000,94.752000000,6040.17,7943.32
104.346666667,105.485333333,5971.63,7853.18
119.354666667,120.456000000,6109.5,7943.32
146.309333333,147.466666667,5836.87,7853.18
194.320000000,195.589333333,5971.63,8409.77
209.925333333,211.045333333,6109.5,7764.07
404.992000000,406.746666667,5903.86,9426.44
415.146666667,416.864000000,5971.63,9866.73
424.181333333,425.488000000,5903.86,10687.3
431.330666667,432.544000000,5903.86,10094.5
454.290666667,455.429333333,5903.86,9866.73
471.426666667,472.901333333,5770.63,9534.64
