118.400000000,119.680000000,5893.9,8047.49
132.224000000,133.525333333,6031.45,7955.2
142.165333333,143.210666667,5962.27,7955.2
182.677333333,183.744000000,6031.45,8235.3
194.965333333,195.776000000,6101.42,8140.85
203.306666667,204.117333333,6031.45,7955.2
214.997333333,216.042666667,5893.9,7863.96
229.824000000,231.210666667,5826.3,7773.77
241.621333333,242.922666667,6101.42,7773.77
248.938666667,250.048000000,5962.27,7684.62
262.869333333,264.170666667,5759.48,7684.62
293.120000000,294.122666667,6031.45,7955.2
294.144000000,294.165333333,6031.45,6031.45
393.109333333,393.909333333,6101.42,8047.49
